CatalogueNumber,ScientificName,QualifiedScientificName,CommonName,Family,Genus,Species,SpeciesAuthority,Subspecies,SubspeciesAuthority,Variety,VarietyAuthority,Forma,FormaAuthority,Identifier,IDDate,IDNotes,CDC,MuseumCollection,CollectionEventNumber,Collector,CollectorsFieldNumber,CollectionDate,CollectorSiteID,Prov_State,District,LocationName,LocationDescription,Latitude,Longitude,Approximate,UTMZone,UTMNorthing,UTMEasting,Elevation,Park_ER_IR,HabitatRemarks,SpecimenNotes,SpeciesAbundance
V175328,Carex arcta Boott,Carex arcta Boott,northern clustered sedge; sedge,Cyperaceae,Carex,arcta,Boott,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE054701, Harvey Janszen,02634,1996-10-30,BS045519,British Columbia,Gulf Islands,Saltspring Island,6.0 kilometre Lake,48.7591666666667,-123.493888888889,False,10U,540058,46370,485 m (min.),,"On Sphagnum islands in rocky shored lake with Ledum groenlandicum, Kalmia microphylla, Carex viridula; 200 plants with Carex exsiccata, Rhynchospora alba, Carex echinata, Agrostis scabra",,
V113799,Agrostis exarata Trin. ssp. minor (Hook.) C.L. Hitchc.,Agrostis exarata Trin. ssp. minor (Hook.) C.L. Hitchc.,grass; spike bentgrass,Poaceae,Agrostis,exarata,,minor,(Hook.) C.L. Hitchc.,,,,, Harvey Janszen,1981-01-01,,Not Listed,Janszen 1981,BE041180, Harvey Janszen,2054,1981-07-16,BS035270,British Columbia,Gulf Islands,Galiano Island; Georgeson Bay,Bluffs Park and Georgeson Bay area,48.85,-123.333333333333,False,,,,,,wet roadside,,
V113777,Collomia heterophylla Hook.,Collomia heterophylla Hook.,vari-leaved collomia,Polemoniaceae,Collomia,heterophylla,Hook.,,,,,,, Harvey Janszen,1981-01-01,,Not Listed,Janszen 1981,BE042595, Harvey Janszen,2018,1981-07-07,BS036220,British Columbia,,Gulf Islands; Galiano Island; Stockade Hill,,48.8833333333333,-123.366666666667,False,,,,,,dry mossy floor of fir forest,,
V129554,Amsinckia retrorsa Suksd.,Amsinckia retrorsa Suksd.,fiddleneck; rigid fiddleneck,Boraginaceae,Amsinckia,retrorsa,Suksd.,,,,,,, Curtis Bjork,2015-03-01,,Yellow,Janszen 1984,BE041149, Harvey Janszen,2373,1984-06-02,BS035241,British Columbia,,Galiano Island,Bellhouse Point,48.8666666666667,-123.3,False,,,,,,dry hayfield,,
V175340,Potentilla rivalis Nutt.,Potentilla rivalis Nutt.,brook cinquefoil; cinquefoil,Rosaceae,Potentilla,rivalis,Nutt.,,,,,,, Barbara Ertter,2015-05-08,,Not Listed,Janszen 1996,BE039642, Harvey Janszen,02604,1996-09-11,BS033941,British Columbia,Vancouver Island,Duncan; Somenos Lake,Somenos marsh,48.7994444444444,-123.6825,False,10U,540516,44987,10 m (min.),,"On swampy shore of pond with Glyceria maxima, Polygonum hydropiperoides; 500 plants with Salix geyeri, Bidens amplissima, Typha latifolia",,
V170071,Potentilla glandulosa Lindl.,Potentilla glandulosa Lindl.,cinquefoil; sticky cinquefoil,Rosaceae,Potentilla,glandulosa,Lindl.,,,,,,, Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,BE039976, Harvey Janszen,2460,1996-05-01,BS034236,British Columbia,Gulf Islands,Elliot Bluff; Saturna Island,,48.8083333333333,-123.211111111111,False,10U,54040,4844,4 m (min.),,on steep earth slope on sandstone cliffs dominated by Rosa gymnocarpa & Holodiscus discolor with Mimulus guttatus; also with Sedum spathulifolium & Camassia leichtlenii,population of 3 plants; not seen elsewhere on island,
V107342,Plagiobothrys scouleri (H. & A.) I.M. Johnst.,Plagiobothrys scouleri (H. & A.) I.M. Johnst.,popcornflower; Scouler's popcornflower,Boraginaceae,Plagiobothrys,scouleri,(H. & A.) I.M. Johnst.,,,,,,, Curtis Bjork,2013-02-01,,Not Listed,Janszen 1980,BE042605, Harvey Janszen,1597,1980-04-26,BS036230,British Columbia,,Gulf Islands; Saltspring Island; Beaver Point,,48.7666666666667,-123.383333333333,False,,,,,,seepage area; open grassy part of point,,
V175355,Lemna trisulca L.,Lemna trisulca L.,duckweed; ivy-leaved duckweed,Lemnaceae,Lemna,trisulca,L.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1997,BE054941, Harvey Janszen,02868,1997-09-13,BS045720,British Columbia,Gulf Islands,Saturna Island,at edge of Money Lake reservoir,48.7863888888889,-123.178611111111,False,10U,540373,48687,160 m (min.),,"In shallow water, and on mud bottom clumped on floating and emergent vegetation; 50 clumps observed on Alopecurus geniculatus and Eleocharis palustris stems",,
V107490,Amsinckia intermedia Fisch. & C.A. Mey.,Amsinckia intermedia Fisch. & C.A. Mey.,common fiddleneck; fiddleneck,Boraginaceae,Amsinckia,intermedia,Fisch. & C.A. Mey.,,,,,,, Curtis Bjork,2015-03-01,,Not Listed,Janszen 1980,BE047321, Harvey Janszen,1697,1980-05-25,BS039899,British Columbia,,Mayne Island,Dinner Point,48.85,-123.283333333333,False,,,,,,rock shelves just above high tide mark,,
V175331,Potamogeton obtusifolius Mert.& W.D.J. Koch,Potamogeton obtusifolius Mert.& W.D.J. Koch,blunt-leaved pondweed; pondweed,Potamogetonaceae,Potamogeton,obtusifolius,Mert.& W.D.J. Koch,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE054737, Harvey Janszen,02637,1996-10-30,BS045555,British Columbia,Gulf Islands,Saltspring Island; Maxwell Lake,,48.8238888888889,-123.535555555556,False,10U,540779,46059,310 m (min.),,"In shallow pools at low water in reservoir with Potamogeton robbinsii, Sparganium emersum; 100 plants with Nuphar polysepalum, Sium suave",,
V170080,Triodanis perfoliata (L.) Nieuwl.,Triodanis perfoliata (L.) Nieuwl.,Venus' looking-glass,Campanulaceae,Triodanis,perfoliata,(L.) Nieuwl.,,,,,,,,2018-05-04,FNA update,Not Listed,Janszen 1996,BE049455, Harvey Janszen,2469A,1996-07-09,BS041513,British Columbia,Gulf Islands,Narvaez Bay; Saturna Island,,48.7855555555556,-123.1175,False,10U,54038,4908,250 m (min.),,"on dry rock dominated by Pseudotsuga menziesii, Festuca occidentalis, Cystisus scoparius with Holodiscus discolor; with Rosa gymnocarpa, Bromus tectorum & Madia madiodes",population of 10 plants,
V175330,Potamogeton obtusifolius Mert.& W.D.J. Koch,Potamogeton obtusifolius Mert.& W.D.J. Koch,blunt-leaved pondweed; pondweed,Potamogetonaceae,Potamogeton,obtusifolius,Mert.& W.D.J. Koch,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE054723, Harvey Janszen,02636,1996-10-30,BS045541,British Columbia,Gulf Islands,Saltspring Island; Cusheon Lake,,48.8194444444444,-123.47,False,10U,540727,46549,95 m (min.),,"On silty lake bottom, 1 to 2 meters deep with Potamogeton amplifolius, P. robbinsii, Nuphar polysepalum; 200 plants with Scirpus acutus, Elodea canadensis",,
V117393,Glyceria leptostachya Buckl.,Glyceria leptostachya Buckl.,grass; slender-spiked mannagrass,Poaceae,Glyceria,leptostachya,Buckl.,,,,,,, George Douglas,,G.W.D. from B.C. Conservation Data Center; M.E.B. from Intermountain Herbarium - Utah State University; loan no. 477,Blue,Janszen 1980,BE054726, Harvey Janszen,1732,1980-05-26,BS045544,British Columbia,Gulf Islands,Saltspring Island; Duck Creek; Vesuvius,near Vesuvius,,,False,,,,,,wet meadow along creek,,
V185055,Arenaria serpyllifolia L. var. serpyllifolia,Arenaria serpyllifolia L. var. serpyllifolia,,Caryophyllaceae,Arenaria,serpyllifolia,,,,serpyllifolia,,,, Kendrick Marr,2014-11-12,Reviewed for VFBC,,Penny 1998,BE054721, Jenifer Penny; George Douglas; Harvey Janszen; Marie Fontaine,253,1998-03-16,BS045539,British Columbia,Gulf Islands,Saltspring Island; Burgoyne Bay,Near Burgoyne Bay,48.8,-123.533333333333,False,10U,5405666,460500,1 m (min.),,"On rock outcrops with Geranium molle, Draba verna, Cynosorus echinatus, Festuca rubra; aspect S10 degrees E.",Ca. 50 plants in 25m sq.,
V117359,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,grass; sweet vernalgrass,Poaceae,Anthoxanthum,odoratum,L.,,,,,,, Harvey Janszen,1980-05-07,,Not Listed,Janszen 1980,BE034526, Harvey Janszen,1626,1980-05-07,BS029949,British Columbia,Gulf Islands,Bedwell Harbour,South Pender Island,48.75,-123.216666666667,False,,,,,,Dry fir-arbutus woodland.,,
V120010,Mentzelia albicaulis (Dougl. ex Hook.) T. & G.,Mentzelia albicaulis (Dougl. ex Hook.) T. & G.,small-flowered evening star,Loasaceae,Mentzelia,albicaulis,(Dougl. ex Hook.) T. & G.,,,,,,, Harvey Janszen,1982-01-01,,Not Listed,Janszen 1982,BE051120, Harvey Janszen,ER100-35,1982-05-16,BS042757,British Columbia,,Osoyoos Lake,Ecological Reserve 100,49.0333333333333,-119.45,False,,,,,,"dry sandy soil, lower slopes of reserve",,
V186603,Idahoa scapigera (Hook.) A. Nels. & J.F. Macbr.,Idahoa scapigera (Hook.) A. Nels. & J.F. Macbr.,scalepod,Brassicaceae,Idahoa,scapigera,(Hook.) A. Nels. & J.F. Macbr.,,,,,,, Harvey Janszen,,,Blue,Janszen 1999,BE054951, Harvey Janszen,2898,1999-04-01,BS045728,British Columbia,,Saturna Island,"Brown Ridge, E of Summit",48.7666666666667,-123.166666666667,False,10U,5401990,488680,320 m (min.),,On ledges and in pockets of soil on steep S-facing cliffs with Montia perfoliata; 60% slope; S aspect.,HJ: Approximately 500 plants observed along 400m ridge slope.,
V183938,Vulpia bromoides (L.) S.F. Gray,Vulpia bromoides (L.) S.F. Gray,barren fescue; grass,Poaceae,Vulpia,bromoides,(L.) S.F. Gray,,,,,,, Kendrick Marr,2001-10-24,,Not Listed,Ceska 1982,BE055658, Adolf Ceska; Robert Ogilvie; Harvey Janszen,11671,1982-06-26,BS046338,British Columbia,Gulf Islands,Sidney Island,,48.6166666666667,-123.3,False,,,,,,,,
V113832,Bromus vulgaris (Hook.) Shear,Bromus vulgaris (Hook.) Shear,Columbia brome; grass,Poaceae,Bromus,vulgaris,(Hook.) Shear,,,,,,, Jeffery Saarela,2009-01-01,"IDD:  20090000; Saarela from National Herbarium of Canada (CAN), Canadian Museum of Nature",Not Listed,Janszen 1981,BE052914, Harvey Janszen,1935,1981-05-28,BS044177,British Columbia,Gulf Islands,Prevost Island,,48.8333333333333,-123.383333333333,False,,,,,,"Shady, mossy slopes above sea and in fir forest",,
V120332,Bromus vulgaris (Hook.) Shear,Bromus vulgaris (Hook.) Shear,Columbia brome; grass,Poaceae,Bromus,vulgaris,(Hook.) Shear,,,,,,, Jeffery Saarela,2009-01-01,"IDD:  20090000; Saarela from National Herbarium of Canada (CAN), Canadian Museum of Nature",Not Listed,Janszen 1982,BE041146, Harvey Janszen,2235,1982-06-05,BS035238,British Columbia,Gulf Islands,Galiano Island,,48.9333333333333,-123.45,False,,,,,,"Dry forest throughout island; with Arbutus, Pseudotsuga, Mahonia nervosa and Gaultheria",,
V171054,Danthonia spicata (L.) Beauv. ex Roem. & J.A. Schult.,Danthonia spicata (L.) Beauv. ex Roem. & J.A. Schult.,grass; poverty oatgrass,Poaceae,Danthonia,spicata,(L.) Beauv. ex Roem. & J.A. Schult.,,,,,,, Harvey Janszen,,,Not Listed,Janzen 1997,BE059243, Harvey Janszen; Pam Janszen; Marie Fontaine,2686,1997-06-19,BS048962,British Columbia,Gulf Islands,Texada Island,"West Hydro Station , Transmission Line Cut",49.5833333333333,-124.35,False,10U,549399,40188,40 m (min.),,"In cleared area under hydro transmission lines, dominated by Mahonia aquifolium & Rubus ursinus.Slope: 50%; Aspect: 220 SW; with Rubus ursinus, Danthonia spicata, Festuca rubra & Senico macounii.",,
V170800,Vicia nigricans Hook. & Arn. var. gigantea (Hook.) Broich,Vicia nigricans Hook. & Arn. var. gigantea (Hook.) Broich,,Fabaceae,Vicia,nigricans,,,,gigantea,(Hook.) Broich,,, Kendrick Marr,2014-06-19,Reviewed for FNA & VFBC,,Janzen 1997,BE059321, Harvey Janszen; Pam Janszen; Marie Fontaine,2759,1997-07-22,BS049026,British Columbia,Gulf Islands,Texada Island; Raven Bay,,49.7333333333333,-124.5,False,10U,551032,39193,1 m (min.),,"At high tide line, at edge of beach with Lathyrus japonica & Ambrosia chamissonis.",,
V172085,Gnaphalium chilense Spreng.,Gnaphalium chilense Spreng.,cotton-batting cudweed; cudweed,Asteraceae,Gnaphalium,chilense,Spreng.,,,,,,, Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,BE059253, Harvey Janszen; Pam Janszen; Marie Fontaine,2806,1997-07-17,BS048971,British Columbia,Gulf Islands,Texada Island,West Hydro station road; near future RV site.,49.5988888888889,-124.368888888889,False,,,,80 m (min.),,On dry roadside in recently logged area.,18 clumps.,
V113543,Hordeum jubatum L. ssp. jubatum,Hordeum jubatum L. ssp. jubatum,foxtail barley; grass,Poaceae,Hordeum,jubatum,,jubatum,,,,,, Mary Barkworth,1990-01-01,IDD:  19900000; Intermountain Herbaraium - Utah State University,Not Listed,Janszen 1981,BE051557, Harvey Janszen,2068,1981-07-28,BS043093,British Columbia,,Parker Island,,,,False,,,,,,saltmarsh with Salicornia and Distichlis,,
V120098,Bromus hordeaceus L.,Bromus hordeaceus L.,grass; soft brome,Poaceae,Bromus,hordeaceus,L.,,,,,,, Jeffery Saarela,2009-01-01,IDD:  20090000; Saarela of National Herbarium of Canada (CAN); Canadian Museum of Nature,Not Listed,Janszen 1982,BE057133, Harvey Janszen,2164,1982-07-23,BS047463,British Columbia,Gulf Islands,Spotlight Cove; Galiano Island,,48.9833333333333,-123.566666666667,False,,,,,,sheep pasture,,
V185056,Nemophila pedunculata Dougl. ex Benth.,Nemophila pedunculata Dougl. ex Benth.,meadow nemophila; nemophila,Hydrophyllaceae,Nemophila,pedunculata,Dougl. ex Benth.,,,,,,, Marie Fontaine,,,Not Listed,Fontaine 1998,BE054745, Jenifer Penny; George Douglas; Harvey Janszen; Marie Fontaine,019,1998-03-17,BS045559,British Columbia,Gulf Islands,Saltspring Island; Maxwell Point,Ca. 50 m SE of Maxwell Pt.,48.8,-123.533333333333,False,10U,5405666,460500,5 m (min.),,"On mossy coastal rock outcrop, shallow soil, with Geranium molle, Erodium cicutarium, Tritelia hyacinthina, Lithophragma parviflorum; aspect S10 degrees E, slope 50%.",Ca 40 pls in 4 m sq.,
V184939,Crepis capillaris (L.) Wallr.,Crepis capillaris (L.) Wallr.,hawksbeard; smooth hawksbeard,Asteraceae,Crepis,capillaris,(L.) Wallr.,,,,,,, Adolf Ceska,2000-01-11,,Not Listed,Ceska 1982,BE055660, Adolf Ceska; Robert Ogilvie; Harvey Janszen,11668,1982-06-26,BS046340,British Columbia,Gulf Islands,Sidney Island,,48.6166666666667,-123.3,False,,,,,,,,
V107436Y,Triglochin concinna Burtt-Davy,Triglochin concinna Burtt-Davy,arrow-grass; graceful arrow-grass,Juncaginaceae,Triglochin,concinna,Burtt-Davy,,,,,,, Harvey Janszen,1980-01-01,,Blue,Janszen 1980,BE047353, Harvey Janszen,1644,1980-05-13,BS039930,British Columbia,Gulf Islands,Mayne Island; Horton Bay,,48.8333333333333,-123.25,False,,,,,,mud flats at upper end of bay,,
V171061,Epilobium ciliatum Raf. ssp. ciliatum,Epilobium ciliatum Raf. ssp. ciliatum,purple-leaved willowherb; willowherb,Onagraceae,Epilobium,ciliatum,,ciliatum,,,,,, Harvey Janszen,,,Not Listed,Janzen 1997,BE059130, Harvey Janszen; Pam Janszen; Marie Fontaine,2679,1997-06-19,BS048867,British Columbia,Gulf Islands,Texada Island,4 km S of Mouat Creek on West Hydro Station road and 0.3 km SW overland.,49.6,-124.4,False,10U,549644,39855,70 m (min.),,"In ditches and streamlet, in abandoned overgrown farm fields with Bromus inermis.",Grass dominated parkland previously cleared and grazed. Slope: 10%; Aspect: 210 S.,
V171083,Madia gracilis (J.E. Smith) Keck & J. Clausen ex Applegate,Madia gracilis (J.E. Smith) Keck & J. Clausen ex Applegate,slender tarweed; tarweed,Asteraceae,Madia,gracilis,(J.E. Smith) Keck & J. Clausen ex Applegate,,,,,,, Harvey Janszen,,,Not Listed,Janzen 1997,BE059221, Harvey Janszen; Pam Janszen; Marie Fontaine,2658B,1997-06-19,BS048946,British Columbia,Gulf Islands,Texada Island,Off Harwood Point at SE end of Dick Island,49.65,-124.466666666667,False,10U,550095,39397,2 m (min.),,Just above sea level on open SE slopes dominated by Bromus tectorum & Trifolium tridentatum.,"Population of 500+ plants. With Panicum oligosanthes, Trifolium microcephalum, Seline antirrhina & Brodiaea coronaria. Slope: 10%; Aspect: 125 SE.",
V170464,Agoseris heterophylla (Nutt.) Greene,Agoseris heterophylla (Nutt.) Greene,agoseris; annual agoseris,Asteraceae,Agoseris,heterophylla,(Nutt.) Greene,,,,,,, Harvey Janszen,,,Not Listed,Janzen 1997,BE059328, Harvey Janszen; Pam Janszen; Marie Fontaine,2732,1997-06-21,BS049032,British Columbia,Gulf Islands,Texada Island; Surprise Mountain,S slope of mountain,49.7166666666667,-124.583333333333,False,10U,550886,38587,325 m (min.),,"On steep, open rock outcrop with areas of shallow soil dominated by Koeleria macrantha & Carex inops.",Population of 500+ plants; slope:30-60%; aspect: 210 S,
V171086,Trifolium microcephalum Pursh,Trifolium microcephalum Pursh,clover; small-headed clover,Fabaceae,Trifolium,microcephalum,Pursh,,,,,,, Harvey Janszen,,,Not Listed,Janzen 1997,BE059221, Harvey Janszen; Pam Janszen; Marie Fontaine,2656,1997-06-19,BS048946,British Columbia,Gulf Islands,Texada Island,Off Harwood Point at SE end of Dick Island,49.65,-124.466666666667,False,10U,550095,39397,2 m (min.),,Just above sea level on open SE slopes dominated by Bromus tectorum & Trifolium tridentatum.,Population of 1000 plants. With Panicum oligosanthes  & Vulpia microstachys. Slope: 10%; Aspect: 125 SE.,
